GEOID,NAME,variable,estimate,moe
53067,"Thurston County, Washington",pop_latinx,27835,NA
53067,"Thurston County, Washington",edu_total,205153,135.82978723404256
53067,"Thurston County, Washington",edu_8th,491,183.48936170212764
53067,"Thurston County, Washington",edu_9th,1177,434.89361702127655
53067,"Thurston County, Washington",edu_10th,1230,337.1914893617021
53067,"Thurston County, Washington",edu_11th,2106,627.9148936170212
53067,"Thurston County, Washington",edu_12th,3384,594.5531914893617
53067,"Thurston County, Washington",edu_hs,35643,2079.148936170213
53067,"Thurston County, Washington",edu_ged,8993,1005.6170212765957
53069,"Wahkiakum County, Washington",pop,4373,NA
53069,"Wahkiakum County, Washington",pop_white,3768,209.70212765957444
53069,"Wahkiakum County, Washington",pop_black,57,34.5531914893617
53069,"Wahkiakum County, Washington",pop_native,11,19.06382978723404
53069,"Wahkiakum County, Washington",pop_asian,71,54.80851063829787
53069,"Wahkiakum County, Washington",pop_latinx,347,67.91489361702128
53069,"Wahkiakum County, Washington",edu_total,3390,137.02127659574467
53069,"Wahkiakum County, Washington",edu_8th,16,22.638297872340424
53069,"Wahkiakum County, Washington",edu_9th,6,11.914893617021276
53069,"Wahkiakum County, Washington",edu_10th,38,38.12765957446808
53069,"Wahkiakum County, Washington",edu_11th,28,30.97872340425532
53069,"Wahkiakum County, Washington",edu_12th,116,71.48936170212765
53069,"Wahkiakum County, Washington",edu_hs,738,146.5531914893617
53069,"Wahkiakum County, Washington",edu_ged,270,110.80851063829786
53071,"Walla Walla County, Washington",pop,62168,NA
53071,"Walla Walla County, Washington",pop_white,49721,998.4680851063829
53071,"Walla Walla County, Washington",pop_black,1137,194.2127659574468
53071,"Walla Walla County, Washington",pop_native,840,432.51063829787233
53071,"Walla Walla County, Washington",pop_asian,1003,201.36170212765956
53071,"Walla Walla County, Washington",pop_latinx,13654,NA
53071,"Walla Walla County, Washington",edu_total,40895,231.14893617021275
53071,"Walla Walla County, Washington",edu_8th,431,214.46808510638297
53071,"Walla Walla County, Washington",edu_9th,511,219.23404255319147
53071,"Walla Walla County, Washington",edu_10th,611,283.5744680851064
53071,"Walla Walla County, Washington",edu_11th,592,204.93617021276594
53071,"Walla Walla County, Washington",edu_12th,1001,349.1063829787234
53071,"Walla Walla County, Washington",edu_hs,6931,608.8510638297872
53071,"Walla Walla County, Washington",edu_ged,1753,340.7659574468085
53073,"Whatcom County, Washington",pop,224533,NA
53073,"Whatcom County, Washington",pop_white,182547,1278.468085106383
53073,"Whatcom County, Washington",pop_black,2158,328.8510638297872
53073,"Whatcom County, Washington",pop_native,5348,627.9148936170212
53073,"Whatcom County, Washington",pop_asian,9511,748.2553191489361
53073,"Whatcom County, Washington",pop_latinx,22258,NA
53073,"Whatcom County, Washington",edu_total,150367,188.25531914893617
53073,"Whatcom County, Washington",edu_8th,551,188.25531914893617
53073,"Whatcom County, Washington",edu_9th,959,319.3191489361702
53073,"Whatcom County, Washington",edu_10th,1846,644.595744680851
53073,"Whatcom County, Washington",edu_11th,2333,601.7021276595744
53073,"Whatcom County, Washington",edu_12th,2001,424.17021276595744
53073,"Whatcom County, Washington",edu_hs,27535,1525.1063829787233
53073,"Whatcom County, Washington",edu_ged,5271,793.531914893617
53075,"Whitman County, Washington",pop,48197,NA
53075,"Whitman County, Washington",pop_white,38736,397.9574468085106
53075,"Whitman County, Washington",pop_black,1016,172.7659574468085
53075,"Whitman County, Washington",pop_native,273,159.6595744680851
53075,"Whitman County, Washington",pop_asian,4015,303.82978723404256
53075,"Whitman County, Washington",pop_latinx,3155,NA
53075,"Whitman County, Washington",edu_total,24106,243.06382978723403
53075,"Whitman County, Washington",edu_8th,60,56
53075,"Whitman County, Washington",edu_9th,118,72.68085106382978
53075,"Whitman County, Washington",edu_10th,153,69.1063829787234
53075,"Whitman County, Washington",edu_11th,176,97.70212765957446
53075,"Whitman County, Washington",edu_12th,381,189.44680851063828
53075,"Whitman County, Washington",edu_hs,2980,357.4468085106383
53075,"Whitman County, Washington",edu_ged,715,234.72340425531914
53077,"Yakima County, Washington",pop,255151,NA
53077,"Yakima County, Washington",pop_white,166449,3360
53077,"Yakima County, Washington",pop_black,2544,327.6595744680851
53077,"Yakima County, Washington",pop_native,8363,967.4893617021277
53077,"Yakima County, Washington",pop_asian,2519,412.25531914893617
53077,"Yakima County, Washington",pop_latinx,129103,NA
53077,"Yakima County, Washington",edu_total,154958,175.14893617021275
53077,"Yakima County, Washington",edu_8th,3077,646.9787234042553
53077,"Yakima County, Washington",edu_9th,4923,893.6170212765957
53077,"Yakima County, Washington",edu_10th,3320,505.1914893617021
53077,"Yakima County, Washington",edu_11th,4780,753.0212765957447
53077,"Yakima County, Washington",edu_12th,3947,625.531914893617
53077,"Yakima County, Washington",edu_hs,33015,1751.4893617021276
53077,"Yakima County, Washington",edu_ged,9099,1084.2553191489362
